frame,track_id,class,cls_id,conf,x_c,y_c,w,h
0,1,car,2,0.9165105223655701,508.7565002441406,311.986328125,116.17913818359375,83.7437744140625
0,2,person,0,0.6952593922615051,359.451904296875,237.96942138671875,9.63287353515625,28.373291015625
0,3,person,0,0.6918181777000427,311.6568603515625,240.40805053710938,10.997314453125,32.94091796875
1,1,car,2,0.9162285923957825,508.75726318359375,312.0588684082031,116.25048828125,84.07012939453125
1,2,person,0,0.7023569941520691,359.2478942871094,238.2969512939453,9.99127197265625,28.29522705078125
1,3,person,0,0.6478843688964844,311.54266357421875,240.4613037109375,10.757598876953125,33.20947265625
2,1,car,2,0.9140340685844421,508.62969970703125,312.0762939453125,116.4095458984375,84.07894897460938
2,2,person,0,0.696620523929596,358.82354736328125,238.63185119628906,10.608795166015625,27.956268310546875
2,3,person,0,0.6663423776626587,311.4255065917969,240.36764526367188,10.7247314453125,33.02149963378906
3,1,car,2,0.9146432876586914,508.6177978515625,312.0936279296875,116.46493530273438,83.98074340820312
3,2,person,0,0.6978358030319214,358.51556396484375,238.53738403320312,11.04425048828125,28.942062377929688
3,3,person,0,0.632381021976471,311.40093994140625,240.39869689941406,10.65728759765625,33.133148193359375
4,1,car,2,0.9146178364753723,508.54833984375,312.16796875,116.52291870117188,83.9974365234375
4,2,person,0,0.6813231706619263,358.53546142578125,238.52157592773438,10.979644775390625,28.882797241210938
4,3,person,0,0.49235641956329346,311.46429443359375,240.30905151367188,10.464141845703125,32.97637939453125
5,1,car,2,0.9116400480270386,508.574951171875,312.1316833496094,116.44418334960938,84.0272216796875
5,2,person,0,0.6500180959701538,358.57171630859375,238.3514404296875,10.43731689453125,26.653274536132812
5,3,person,0,0.4558675289154053,311.4735412597656,240.41326904296875,10.248291015625,32.68110656738281
6,1,car,2,0.9135252237319946,508.61663818359375,312.1483459472656,116.37863159179688,83.96783447265625
6,2,person,0,0.6683642864227295,358.50537109375,237.7906036376953,10.64019775390625,26.231353759765625
6,3,person,0,0.5493916869163513,311.570556640625,240.46258544921875,10.150054931640625,32.771484375
7,1,car,2,0.9149667024612427,508.621826171875,312.11053466796875,116.42257690429688,83.857666015625
