frame,track_id,class,cls_id,conf,x_c,y_c,w,h
0,1,car,2,0.9047088623046875,509.089111328125,312.9595947265625,115.2459716796875,84.8260498046875
0,2,person,0,0.8567586541175842,355.201904296875,301.23736572265625,29.214599609375,79.4285888671875
0,3,person,0,0.8436830639839172,441.02862548828125,289.72650146484375,28.2994384765625,77.480712890625
0,4,person,0,0.8426729440689087,249.07815551757812,297.63653564453125,25.83587646484375,84.7210693359375
0,5,person,0,0.8411810398101807,418.8079528808594,295.70684814453125,25.0657958984375,80.579345703125
0,6,person,0,0.8402931690216064,289.21221923828125,288.96112060546875,28.45013427734375,84.903564453125
0,7,person,0,0.8262242078781128,391.2493896484375,292.7500915527344,19.8822021484375,74.52117919921875
0,8,person,0,0.8213944435119629,316.3065490722656,300.1312255859375,24.16375732421875,75.1207275390625
1,1,car,2,0.9027843475341797,508.97894287109375,312.9228820800781,115.95272827148438,84.5838623046875
1,2,person,0,0.8541415929794312,354.9127502441406,300.9668273925781,29.88787841796875,79.4462890625
1,3,person,0,0.8498066663742065,440.8021240234375,289.7034912109375,28.054656982421875,77.220947265625
1,4,person,0,0.8481061458587646,249.34054565429688,297.80474853515625,26.605026245117188,84.08894348144531
1,5,person,0,0.8412216901779175,418.81903076171875,295.39569091796875,25.060943603515625,80.27401733398438
1,6,person,0,0.8453893065452576,289.348876953125,288.79779052734375,28.587860107421875,84.56845092773438
1,7,person,0,0.8233293294906616,391.1842956542969,292.1103515625,20.23297119140625,73.81727600097656
1,8,person,0,0.8269638419151306,316.2746887207031,299.77099609375,24.54193115234375,75.53445434570312
2,1,car,2,0.9073007702827454,508.99102783203125,313.0094909667969,115.529052734375,84.80181884765625
2,2,person,0,0.8489750027656555,354.31988525390625,301.3158264160156,28.963653564453125,80.22625732421875
2,3,person,0,0.8557506799697876,440.9939880371094,289.6972961425781,28.3201904296875,77.17085266113281
2,4,person,0,0.8390153646469116,249.3504638671875,297.47607421875,26.103515625,84.78775024414062
2,5,person,0,0.8477765917778015,418.8710021972656,295.38922119140625,25.10455322265625,80.36712646484375
2,6,person,0,0.8431868553161621,289.247314453125,288.7119140625,28.2808837890625,84.42088317871094
2,7,person,0,0.8071992993354797,390.94134521484375,292.274658203125,20.3487548828125,74.53543090820312
2,8,person,0,0.8230470418930054,315.43231201171875,299.5516357421875,24.998992919921875,75.06668090820312
3,1,car,2,0.9019706845283508,508.9781799316406,312.7961120605469,115.90838623046875,84.36724853515625
3,2,person,0,0.8591552376747131,353.6338195800781,301.4374694824219,28.77398681640625,81.04693603515625
3,3,person,0,0.8485530614852905,441.2410888671875,289.61285400390625,28.18121337890625,77.256591796875
3,4,person,0,0.8467715978622437,249.33535766601562,297.05035400390625,25.988204956054688,84.96513366699219
3,5,person,0,0.8451768159866333,419.00970458984375,295.3553466796875,25.143585205078125,80.66822814941406
3,6,person,0,0.8487470746040344,289.3132019042969,288.2774658203125,28.10784912109375,83.52035522460938
3,7,person,0,0.8199040293693542,391.02581787109375,291.9153137207031,20.485931396484375,74.23774719238281
3,8,person,0,0.8260720372200012,314.71923828125,298.84405517578125,25.420074462890625,74.22064208984375
